#Name;EEPROM;Master-Mirror;Short-Name;MB-Adr (dezimal);MB-Adr (hex);Index;Einheit;Type;Min;Max;Default;
Light Signalisation State Time - wie lange ist ein state / wenn = 0 - dann ist signalisation disabled;1;0;LIGHT_SIGNALISATION_STATE_TIME;8227;2023;159;ms;unsigned;0;5000;700;
User Set Point Sensor 1;1;0;USER_BRIGHTNESS_VALUE;8228;2024;160;lux;unsigned;0;4000;1050;
User Set Point Sensor 2;1;0;USER_BRIGHTNESS_VALUE_2;8229;2025;161;lux;unsigned;0;4000;1050;
User Set Point Sensor 3;1;0;USER_BRIGHTNESS_VALUE_3;8230;2026;162;lux;unsigned;0;4000;1050;
User Set Point Sensor 4;1;0;USER_BRIGHTNESS_VALUE_4;8231;2027;163;lux;unsigned;0;4000;1050;
Burning duration LED Driver 1 [min];1;0;BURNING_DURATION_LED_DRIVER_1;8232;2028;164;min;unsigned;0;65535;0;
Burning duration LED Driver 2 [min];1;0;BURNING_DURATION_LED_DRIVER_2;8233;2029;165;min;unsigned;0;65535;0;
Burning duration LED Driver 3 [min];1;0;BURNING_DURATION_LED_DRIVER_3;8234;202A;166;min;unsigned;0;65535;0;
Burning duration LED Driver 4 [min];1;0;BURNING_DURATION_LED_DRIVER_4;8235;202B;167;min;unsigned;0;65535;0;
DALI Value summiert led driver 1;1;0;BURNING_VALUE_SUMMED_LED_DRIVER_1;8236;202C;168;-;unsigned;0;65535;0;
DALI Value summiert led driver 2;1;0;BURNING_VALUE_SUMMED_LED_DRIVER_2;8237;202D;169;-;unsigned;0;65535;0;
DALI Value summiert led driver 3;1;0;BURNING_VALUE_SUMMED_LED_DRIVER_3;8238;202E;170;-;unsigned;0;65535;0;
DALI Value summiert led driver 4;1;0;BURNING_VALUE_SUMMED_LED_DRIVER_4;8239;202F;171;-;unsigned;0;65535;0;
Overflow Burning Duration (LB) - HB = Overflow von Burning duration;1;0;OVERFLOW_DURATION_1;8240;2030;172;-;unsigned;0;65535;0;
Overflow Burning Duration (LB) - HB = Overflow von Burning duration;1;0;OVERFLOW_DURATION_2;8241;2031;173;-;unsigned;0;65535;0;
Overflow Burning Duration (LB) - HB = Overflow von Burning duration;1;0;OVERFLOW_DURATION_3;8242;2032;174;-;unsigned;0;65535;0;
Overflow Burning Duration (LB) - HB = Overflow von Burning duration;1;0;OVERFLOW_DURATION_4;8243;2033;175;-;unsigned;0;65535;0;
Overflow burning Value Summed;1;0;OVERFLOW_SUMMED_1;8244;2034;176;-;unsigned;0;65535;0;
Overflow burning Value Summed;1;0;OVERFLOW_SUMMED_2;8245;2035;177;-;unsigned;0;65535;0;
Overflow burning Value Summed;1;0;OVERFLOW_SUMMED_3;8246;2036;178;-;unsigned;0;65535;0;
Overflow burning Value Summed;1;0;OVERFLOW_SUMMED_4;8247;2037;179;-;unsigned;0;65535;0;
Number of Short Presses Input 1;1;0;NUMBER_OF_SHORT_PRESSES_INPUT_1;8248;2038;180;-;unsigned;0;65535;0;
Number of Long Presses Input 1;1;0;NUMBER_OF_LONG_PRESSES_INPUT_1;8249;2039;181;-;unsigned;0;65535;0;
Number of Short Presses Input 2;1;0;NUMBER_OF_SHORT_PRESSES_INPUT_2;8250;203A;182;-;unsigned;0;65535;0;
Number of Long Presses Input 2;1;0;NUMBER_OF_LONG_PRESSES_INPUT_2;8251;203B;183;-;unsigned;0;65535;0;
Last Multiklick Input 1;1;0;LAST_MULTIKLICK_INPUT_1;8252;203C;184;-;unsigned;0;65535;0;
Last Multiklick Input 2;1;0;LAST_MULTIKLICK_INPUT_2;8253;203D;185;-;unsigned;0;65535;0;
overvoltage value - count number of detected overvoltages and safe them in EEPROM;1;0;NUMBER_OF_AC_OVERVOLTAGE_DETECTED;8254;203E;186;-;unsigned;0;65535;0;
Relais ON - OFF time HB = relais ON time                LB = relais OFF time;1;0;RELAIS_PUSH_AND_RELEASE_TIME;8255;203F;187;-;unsigned;0;65535;1543;
Error states Control Unit            1  = DALI short - 2 = Overvoltage - 3 = overcurrent N' - 4 = wrong sw on current Hardware - 5 = ???;1;0;ERROR_STATES;8256;2040;188;-;unsigned;0;65535;0;
Short Press time - ms;1;0;TIME_SHORT_PRESS;8257;2041;189;ms;unsigned;0;65535;500;
Delay Press time - ms;1;0;TIME_DELAY_PRESS;8258;2042;190;ms;unsigned;0;65535;200;
long press time max;1;0;TIME_LONG_PRESS_MAX;8259;2043;191;ms;unsigned;0;65535;60000;
Parametrizing Press time;1;0;TIME_PARAMETRIZING_PRESS;8260;2044;192;ms;unsigned;0;65535;20000;
Sampling Time Dali Monitor (in minutes);1;0;SAMPLING_TIME_DALI_MONITOR;8261;2045;193;min;unsigned;0;65535;1;
2nd Delay Time;1;0;SECOND_DELAY_TIME;8262;2046;194;[s];unsigned;0;65535;0;
Luminaire Protected;1;0;LUMINAIRE_PROTECTED;8263;2047;195;-;unsigned;0;65535;0;
DALI2 Interface Protected (0 = not powered - 1 = powered);1;0;DALI_2_INTERFACE_POWER;8264;2048;196;-;unsigned;0;65535;1;
AC Buttons Mode (bit[0] = AC1 - Enable or Disable       bit[1] = AC2 - Enable or Disable;1;0;AC_BUTTONS_MODE;8265;2049;197;-;unsigned;0;65535;0;
Tunable Demo Mode Duration Day (sec);1;0;TUNABLE_DEMO_MODE_DURATION_DAY;8266;204A;198;-;unsigned;0;65535;0;
HB > 0 = CLM Mode Active / LB > 0 = Time sync enabled;1;0;CLM_MODE_TIME_SYNC;8267;204B;199;-;unsigned;0;65535;257;
Head1 Manual Color Backup;1;0;HEAD_1_MANUAL_COLOR_BACKUP;8268;204C;200;-;unsigned;0;65535;0;
Head 2 Manual Color Backup;1;0;HEAD_2_MANUAL_COLOR_BACKUP;8269;204D;201;-;unsigned;0;65535;0;
TimeZone;1;0;TIME_ZONE;8270;204E;202;-;signed;0;65535;1;
Daylight Saving;1;0;DAYLIGHT_SAVING;8271;204F;203;-;unsigned;0;65535;1;
Luminaire Type - Normal = 0 or Tuneable = 1 or ENEC = 2;1;0;LUMINAIRE_TYPE;10007;2717;204;-;unsigned;0;65535;0;
Device states ;0;0;DEVICE_STATES;10008;2718;205;-;unsigned;0;65535;0;
Device error states ;1;0;DEVICE_ERROR_STATES;10009;2719;206;-;unsigned;0;65535;0;
luminaire temperature of leds;0;0;LUMINAIRE_TEMPERATURE;10010;271A;207;K;unsigned;0;65535;0;
Relais Current IAC - no safe in eeprom;0;0;GET_MEASURED_PAC_NOUT;13573;3505;208;W;unsigned;0;65535;0;
Get measured 3V3;0;0;GET_MEASURED_3V3;16384;4000;209;mV;unsigned;0;65535;0;
Get measured 12V;0;0;GET_MEASURED_12V;16385;4001;210;mV;unsigned;0;65535;0;
Get measured Current of 12V current;0;0;GET_MEASURED_12V_CURRENT;16386;4002;211;mA;unsigned;0;65535;0;
Get measured Current of 5V;0;0;GET_MEASURED_5V;16387;4003;212;mV;unsigned;0;65535;0;
Get measured Current of 18V;0;0;GET_MEASURED_18V;16388;4004;213;mV;unsigned;0;65535;0;
Get measured Modbus Voltage;0;0;GET_MEASURED_MODBUS_VOLTAGE;16389;4005;214;mV;unsigned;0;65535;0;
Get measured 230V IN;0;0;GET_MEASURED_VAC_IN;16390;4006;215;V;unsigned;0;65535;0;
Get measured AIN Voltage;0;0;GET_MEASURED_AIN;16391;4007;216;mV;unsigned;0;65535;0;
Get measured temperature;0;0;GET_MEASURED_TEMPERATURE;16392;4008;217;Celsius;unsigned;0;65535;0;
Not used but reserve vor ADC;0;0;GET_MEASURED_NOT_USED;16393;4009;218;-;unsigned;0;65535;0;
MCU id;0;0;GET_MEASURED_MCU_ID;16394;400A;219;mV;unsigned;0;65535;0;
Temp Brightness Value Head 1;0;0;SET_POINT_LIGHT_REGULATION_1;16395;400B;220;lux;unsigned;0;4000;0;
Temp Brightness Value Head 2;0;0;SET_POINT_LIGHT_REGULATION_2;16396;400C;221;lux;unsigned;0;4000;0;
Temp Brightness Value Head 3;0;0;SET_POINT_LIGHT_REGULATION_3;16397;400D;222;lux;unsigned;0;4000;0;
Temp Brightness Value Head 4;0;0;SET_POINT_LIGHT_REGULATION_4;16398;400E;223;lux;unsigned;0;4000;0;
Dali ValueStatemachine 1;0;0;DALI_VALUE_LIGHT_DECK_1;16399;400F;224;dali;unsigned;254;4000;0;
Dali ValueStatemachine 2;0;0;DALI_VALUE_LIGHT_DECK_2;16400;4010;225;dali;unsigned;254;4000;0;
Dali ValueStatemachine 3;0;0;DALI_VALUE_LIGHT_DECK_3;16401;4011;226;dali;unsigned;254;4000;0;
Dali ValueStatemachine 4;0;0;DALI_VALUE_LIGHT_DECK_4;16402;4012;227;dali;unsigned;254;4000;0;
Raw Data PushButton 1;0;0;RAW_DATA_PUSHBUTTON_1;16896;4200;228;-;unsigned;0;65535;0;
Raw Data PushButton 2;0;0;RAW_DATA_PUSHBUTTON_2;16897;4201;229;-;unsigned;0;65535;0;
number of sw timers = HB;0;0;SW_TIMERS_STACK_SIZE;16898;4202;230;-;unsigned;0;65535;0;
CONFIG_PANEL1_BUTTON_UP_SHORT_PRESS;1;0;CONFIG_PANEL1_BUTTON_UP_SHORT_PRESS;17664;4500;231;-;unsigned;0;65535;0;
CONFIG_PANEL1_BUTTON_UP_LONG_PRESS;1;0;CONFIG_PANEL1_BUTTON_UP_LONG_PRESS;17665;4501;232;-;unsigned;0;65535;0;
CONFIG_PANEL1_BUTTON_UP_DOUBLE_PRESS;1;0;CONFIG_PANEL1_BUTTON_UP_DOUBLE_PRESS;17666;4502;233;-;unsigned;0;65535;0;
CONFIG_PANEL1_BUTTON_MIDDLE_SHORT_PRESS;1;0;CONFIG_PANEL1_BUTTON_MIDDLE_SHORT_PRESS;17667;4503;234;-;unsigned;0;65535;0;
CONFIG_PANEL1_BUTTON_MIDDLE_LONG_PRESS;1;0;CONFIG_PANEL1_BUTTON_MIDDLE_LONG_PRESS;17668;4504;235;-;unsigned;0;65535;0;
CONFIG_PANEL1_BUTTON_MIDDLE_DOUBLE_PRESS;1;0;CONFIG_PANEL1_BUTTON_MIDDLE_DOUBLE_PRESS;17669;4505;236;-;unsigned;0;65535;0;
CONFIG_PANEL1_BUTTON_DOWN_SHORT_PRESS;1;0;CONFIG_PANEL1_BUTTON_DOWN_SHORT_PRESS;17670;4506;237;-;unsigned;0;65535;0;
CONFIG_PANEL1_BUTTON_DOWN_LONG_PRESS;1;0;CONFIG_PANEL1_BUTTON_DOWN_LONG_PRESS;17671;4507;238;-;unsigned;0;65535;0;
CONFIG_PANEL1_BUTTON_DOWN_DOUBLE_PRESS;1;0;CONFIG_PANEL1_BUTTON_DOWN_DOUBLE_PRESS;17672;4508;239;-;unsigned;0;65535;0;
